x,y,z
-0.08,0.94,0.0
-0.09,0.92,0.0
-0.10,0.90,0.0
-0.11,0.87,0.0
-0.12,0.85,0.0
-0.13,0.83,0.0
-0.14,0.81,0.0
-0.15,0.79,0.0
-0.16,0.76,0.0
-0.17,0.74,0.0
-0.18,0.72,0.0
-0.19,0.70,0.0
-0.20,0.68,0.0
-0.20,0.65,0.0
-0.21,0.63,0.0
-0.21,0.61,0.0
-0.22,0.59,0.0
-0.22,0.57,0.0
-0.23,0.54,0.0
-0.23,0.52,0.0
-0.23,0.50,0.0
-0.23,0.48,0.0
-0.23,0.46,0.0
-0.22,0.44,0.0
-0.22,0.42,0.0
-0.22,0.41,0.0
-0.22,0.40,0.0
-0.21,0.39,0.0
-0.21,0.38,0.0
-0.21,0.38,0.0
-0.21,0.37,0.0
-0.21,0.37,0.0
-0.22,0.37,0.0
-0.22,0.38,0.0
-0.21,0.37,0.0
-0.21,0.37,0.0
-0.22,0.37,0.0
-0.22,0.37,0.0
-0.22,0.37,0.0
-0.21,0.37,0.0
-0.21,0.37,0.0
-0.22,0.37,0.0
-0.22,0.37,0.0
-0.21,0.37,0.0
-0.21,0.37,0.0
-0.21,0.37,0.0
-0.21,0.37,0.0
-0.21,0.37,0.0
-0.21,0.38,0.0
-0.21,0.38,0.0
-0.21,0.38,0.0
-0.21,0.38,0.0
-0.21,0.36,0.0
-0.19,0.34,0.0
-0.18,0.33,0.0
-0.17,0.32,0.0
-0.16,0.31,0.0
-0.15,0.30,0.0
-0.14,0.30,0.0
-0.13,0.29,0.0
-0.11,0.27,0.0
-0.09,0.26,0.0
-0.08,0.25,0.0
-0.06,0.24,0.0
-0.05,0.23,0.0
-0.03,0.22,0.0
-0.02,0.21,0.0
0.00,0.20,0.0
0.02,0.19,0.0
0.03,0.18,0.0
0.06,0.17,0.0
0.07,0.17,0.0
0.09,0.15,0.0
0.11,0.15,0.0
0.13,0.14,0.0
0.15,0.13,0.0
0.17,0.12,0.0
0.19,0.11,0.0
0.21,0.10,0.0
0.23,0.10,0.0
0.26,0.09,0.0
0.27,0.08,0.0
0.30,0.07,0.0
0.32,0.07,0.0
0.34,0.06,0.0
0.36,0.05,0.0
0.39,0.05,0.0
0.41,0.04,0.0
0.43,0.03,0.0
0.45,0.03,0.0
0.47,0.02,0.0
0.50,0.02,0.0
0.52,0.01,0.0
0.54,0.01,0.0
0.56,0.00,0.0
0.59,-0.00,0.0
0.61,-0.01,0.0
0.63,-0.01,0.0
0.67,-0.02,0.0
0.69,-0.03,0.0
0.71,-0.03,0.0
0.74,-0.04,0.0
0.76,-0.04,0.0
0.78,-0.04,0.0
0.80,-0.05,0.0
0.83,-0.05,0.0
0.85,-0.05,0.0
0.86,-0.06,0.0
0.87,-0.06,0.0
0.87,-0.06,0.0
0.86,-0.06,0.0
0.85,-0.05,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.05,0.0
0.86,-0.05,0.0
0.86,-0.05,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.05,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.06,0.0
0.86,-0.05,0.0
0.88,-0.04,0.0
0.89,-0.02,0.0
0.90,-0.01,0.0
0.92,0.02,0.0
0.92,0.02,0.0
0.94,0.05,0.0
0.95,0.07,0.0
0.96,0.09,0.0
0.97,0.11,0.0
0.99,0.13,0.0
1.00,0.16,0.0
1.01,0.18,0.0
1.02,0.20,0.0
1.04,0.23,0.0
1.05,0.25,0.0
1.06,0.27,0.0
1.08,0.30,0.0
1.09,0.32,0.0
1.10,0.35,0.0
1.12,0.37,0.0
1.13,0.40,0.0
1.15,0.42,0.0
1.16,0.45,0.0
1.17,0.47,0.0
1.19,0.50,0.0
1.20,0.52,0.0
1.22,0.55,0.0
1.23,0.57,0.0
1.24,0.60,0.0
1.26,0.63,0.0
1.27,0.65,0.0
1.28,0.68,0.0
1.30,0.70,0.0
1.31,0.73,0.0
1.32,0.76,0.0
1.33,0.78,0.0
1.34,0.80,0.0
1.35,0.83,0.0
1.36,0.86,0.0
1.37,0.88,0.0
1.37,0.91,0.0
1.37,0.93,0.0
1.38,0.95,0.0
1.38,0.97,0.0
1.37,0.99,0.0
1.37,1.01,0.0
1.37,1.02,0.0
1.37,1.04,0.0
1.37,1.05,0.0
1.37,1.05,0.0
1.36,1.06,0.0
1.36,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.06,0.0
1.37,1.07,0.0
1.34,1.09,0.0
1.33,1.09,0.0
1.32,1.10,0.0
1.31,1.12,0.0
1.30,1.12,0.0
1.28,1.14,0.0
1.26,1.15,0.0
1.24,1.16,0.0
1.22,1.17,0.0
1.21,1.18,0.0
1.19,1.20,0.0
1.17,1.21,0.0
1.15,1.22,0.0
1.13,1.23,0.0
1.11,1.24,0.0
1.09,1.26,0.0
1.07,1.27,0.0
1.05,1.28,0.0
1.03,1.29,0.0
1.01,1.31,0.0
0.98,1.32,0.0
0.96,1.33,0.0
0.94,1.34,0.0
0.91,1.35,0.0
0.89,1.36,0.0
0.87,1.37,0.0
0.84,1.39,0.0
0.82,1.40,0.0
0.79,1.41,0.0
0.77,1.42,0.0
0.74,1.43,0.0
0.71,1.44,0.0
0.69,1.45,0.0
0.66,1.46,0.0
0.64,1.47,0.0
0.61,1.48,0.0
0.59,1.49,0.0
0.57,1.50,0.0
0.54,1.51,0.0
0.52,1.51,0.0
0.48,1.53,0.0
0.46,1.53,0.0
0.44,1.54,0.0
0.41,1.54,0.0
0.39,1.55,0.0
0.37,1.55,0.0
0.34,1.55,0.0
0.32,1.56,0.0
0.31,1.56,0.0
0.30,1.56,0.0
0.31,1.56,0.0
0.32,1.56,0.0
0.32,1.56,0.0
0.31,1.56,0.0
0.31,1.56,0.0
0.31,1.56,0.0
0.32,1.56,0.0
0.32,1.56,0.0
0.31,1.56,0.0
0.31,1.56,0.0
0.31,1.56,0.0
0.32,1.56,0.0
0.32,1.56,0.0
0.31,1.56,0.0
0.31,1.56,0.0
0.31,1.56,0.0
0.32,1.56,0.0
0.32,1.56,0.0
0.31,1.56,0.0
0.31,1.56,0.0
0.32,1.56,0.0
0.30,1.55,0.0
0.28,1.53,0.0
0.27,1.52,0.0
0.26,1.50,0.0
0.25,1.49,0.0
0.24,1.47,0.0
0.22,1.45,0.0
0.21,1.43,0.0
0.20,1.41,0.0
0.19,1.39,0.0
0.17,1.37,0.0
0.16,1.35,0.0
0.15,1.33,0.0
0.13,1.31,0.0
0.12,1.28,0.0
0.10,1.26,0.0
0.09,1.24,0.0
0.07,1.22,0.0
0.06,1.20,0.0
0.04,1.18,0.0
0.03,1.15,0.0
0.01,1.13,0.0
0.00,1.11,0.0
-0.01,1.09,0.0
-0.03,1.07,0.0
-0.04,1.05,0.0
-0.05,1.02,0.0
-0.07,1.00,0.0
-0.08,0.98,0.0
-0.09,0.96,0.0
-0.11,0.94,0.0
-0.12,0.92,0.0
-0.13,0.90,0.0
-0.14,0.87,0.0
-0.15,0.85,0.0
-0.16,0.83,0.0
-0.17,0.81,0.0
-0.18,0.79,0.0
-0.19,0.77,0.0
-0.20,0.74,0.0
-0.21,0.73,0.0
-0.22,0.70,0.0
-0.23,0.67,0.0
-0.23,0.65,0.0
-0.24,0.63,0.0
-0.24,0.61,0.0
-0.24,0.59,0.0
-0.24,0.57,0.0
-0.24,0.55,0.0
-0.24,0.53,0.0
-0.24,0.51,0.0
-0.24,0.50,0.0
-0.24,0.49,0.0
-0.24,0.48,0.0
-0.24,0.48,0.0
-0.23,0.47,0.0
-0.24,0.47,0.0
-0.25,0.48,0.0
-0.25,0.48,0.0
-0.24,0.48,0.0
-0.24,0.48,0.0
-0.24,0.47,0.0
-0.25,0.48,0.0
-0.25,0.48,0.0
-0.24,0.48,0.0
-0.24,0.48,0.0
-0.24,0.47,0.0
-0.25,0.47,0.0
-0.24,0.48,0.0
-0.24,0.48,0.0
-0.24,0.48,0.0
-0.24,0.48,0.0
-0.24,0.47,0.0
-0.24,0.48,0.0
-0.24,0.48,0.0
