X,Y
2.39873,2.97618
2.39869,2.9762
2.39869,2.9762
2.39862,2.97625
2.39858,2.97631
2.39864,2.97635
2.39861,2.97641
2.39853,2.97654
2.39859,2.97657
2.3985,2.9766
2.3984,2.97662
2.39832,2.97659
2.39827,2.97661
2.39826,2.97649
2.39823,2.97637
2.39823,2.97624
2.39827,2.97612
2.3983,2.97611
2.3983,2.97609
2.39833,2.97608
2.39837,2.97606
2.39837,2.97607
2.3983,2.97609
2.39825,2.9761
2.39824,2.97615
2.39821,2.97612
2.3981,2.97599
2.39794,2.97584
2.39784,2.97576
2.39778,2.9757
2.39771,2.97574
2.39771,2.97574
2.39771,2.97574
2.3977,2.97575
2.39766,2.97568
2.39761,2.97568
2.39758,2.97561
2.39758,2.97559
2.39755,2.97548
2.39753,2.97545
2.39748,2.97534
2.39742,2.9752
2.39741,2.9752
2.39741,2.9752
2.39739,2.97521
2.39735,2.97522
2.39734,2.97517
2.39733,2.97514
2.39733,2.97512
2.39731,2.97514
2.39731,2.97516
2.39731,2.97516
2.3973,2.97515
2.39728,2.97514
2.39727,2.97516
2.39726,2.97514
2.39726,2.97514
2.39726,2.97513
2.39726,2.97513
2.39723,2.97505
2.39722,2.97502
2.39719,2.97498
2.39718,2.97498
2.39718,2.97495
2.39718,2.97496
2.39717,2.97498
2.39716,2.97496
2.39717,2.97497
2.39715,2.97497
2.39715,2.97497
2.39718,2.97534
2.39714,2.97623
2.39699,2.97777
2.39667,2.98008
2.39322,3.0067
2.39284,3.01223
2.39206,3.02289
2.39146,3.02776
2.3911,3.03215
2.39043,3.03926
2.39022,3.04208
2.38982,3.04619
2.38966,3.04766
2.38945,3.04902
2.38929,3.05029
2.38914,3.0517
2.389,3.05333
2.38806,3.0625
2.38783,3.06464
2.38763,3.06651
2.38752,3.06806
2.3874,3.06945
2.38711,3.07189
2.38704,3.073
2.38709,3.07408
2.38712,3.07512
2.38701,3.07596
2.38672,3.07741
2.38573,3.08007
2.38575,3.07931
2.3859,3.07742
2.38589,3.07718
2.38598,3.07702
2.38598,3.07689
2.38598,3.07689
2.38284,3.07716
2.38118,3.07733
2.38024,3.07731
2.37975,3.07735
2.37936,3.0775
2.3789,3.07783
2.37839,3.07808
2.37821,3.07856
2.37825,3.0793
2.37823,3.08008
2.37838,3.08078
2.37872,3.08148
2.37914,3.08199
2.37954,3.08239
2.38015,3.08275
2.3809,3.08297
2.38155,3.08317
2.38216,3.08332
2.38292,3.08324
2.38346,3.08313
2.38654,3.08139
2.39213,3.08068
2.39402,3.07868
2.39433,3.07834
2.39455,3.07802
2.3947,3.07755
2.39483,3.07712
2.39503,3.0769
2.39518,3.0767
2.39531,3.07643
2.3956,3.07619
2.39587,3.07607
2.39601,3.07596
2.39659,3.07562
2.39691,3.07544
2.3972,3.07528
2.39746,3.07507
2.39759,3.07481
2.39777,3.07454
2.39784,3.07434
2.39785,3.0741
2.39785,3.07375
2.39782,3.07353
2.39772,3.07308
2.39778,3.07265
2.39776,3.0723
2.39761,3.07192
2.3971,3.07146
2.39595,3.07142
2.39458,3.07152
2.39344,3.07169
2.39255,3.07189
2.39165,3.0721
2.39077,3.07228
2.3899,3.07242
2.38907,3.07252
2.38832,3.07261
2.38771,3.07264
2.38738,3.07256
2.38723,3.07237
2.38725,3.07192
2.38741,3.07167
2.38741,3.07167
2.38773,3.07107
2.38784,3.07077
2.3879,3.07051
2.38796,3.07032
2.38807,3.07008
2.38816,3.06985
2.38828,3.06964
2.38846,3.06942
2.38863,3.06926
2.38875,3.0691
2.38889,3.06896
2.38901,3.06883
2.38907,3.06866
2.38914,3.06852
2.3893,3.06834
2.38938,3.06819
2.38948,3.06804
2.3896,3.06792
2.38974,3.06781
2.38985,3.06777
2.38997,3.06772
2.3901,3.06767
2.39021,3.06764
2.39032,3.06761
2.39037,3.06758
2.3904,3.06755
2.39042,3.06751
2.39042,3.06747
2.3904,3.06743
2.39039,3.06739
2.39037,3.06735
2.39035,3.0673
2.39032,3.06727
2.39027,3.06724
2.39024,3.06722
2.39021,3.06719
2.39019,3.06717
2.39016,3.06716
2.39014,3.06712
2.39012,3.06709
2.39009,3.06707
2.39008,3.06703
2.39006,3.06701
2.39003,3.06698
2.39001,3.06696
2.38998,3.06694
2.38996,3.06692
2.38994,3.06695
2.38992,3.06693
2.3899,3.06694
2.38987,3.06696
2.38985,3.06695
2.38983,3.06694
2.38981,3.06694
2.3898,3.06694
2.38979,3.06695
2.38975,3.06692
2.38973,3.06691
2.38973,3.06691
2.38969,3.06688
2.38969,3.06688
2.38966,3.06685
2.38966,3.06681
2.38966,3.06681
2.38962,3.06678
2.3896,3.06677
2.38958,3.06677
2.38957,3.06676
2.38955,3.06675
2.38954,3.06676
2.38953,3.06677
2.38951,3.06676
2.38949,3.06677
2.38947,3.06677
2.38945,3.06676
2.38943,3.06675
2.38941,3.06675
2.3894,3.06674
2.3894,3.06674
2.38937,3.06671
2.38935,3.06671
2.38933,3.0667
2.38932,3.0667
2.3893,3.0667
2.38928,3.06669
2.38927,3.06668
2.38927,3.0667
2.38926,3.0667
2.38926,3.06669
2.38924,3.06665
2.38924,3.06665
2.38923,3.06665
2.3892,3.06667
2.38918,3.06667
2.38918,3.06666
2.38918,3.06666
2.38916,3.06667
2.38915,3.06668
2.38913,3.0667
2.38912,3.0667
2.38912,3.0667
2.38912,3.06673
2.38911,3.06672
2.3891,3.06672
2.3891,3.06671
2.3891,3.06671
2.38908,3.06673
2.38907,3.06673
2.38906,3.06672
2.38905,3.06671
2.38904,3.06673
2.38903,3.06672
2.38902,3.06672
2.38902,3.06671
2.38902,3.06669
2.38901,3.06667
2.389,3.06668
2.38899,3.06668
2.38898,3.06668
2.38896,3.06669
2.38895,3.06669
2.38894,3.06668
2.38894,3.06667
2.38893,3.06668
2.38892,3.06667
2.38892,3.06666
2.38892,3.06667
2.38891,3.06666
2.38891,3.06666
2.38891,3.06666
2.38891,3.06666
2.38891,3.06668
2.38891,3.06666
2.38891,3.06666
2.3889,3.06666
2.38888,3.06666
2.38887,3.06668
2.38886,3.06669
2.38886,3.06669
2.38886,3.06669
2.38883,3.0667
2.38882,3.06671
2.38881,3.0667
2.3888,3.06669
2.3888,3.0667
2.38879,3.0667
2.38879,3.06669
2.38878,3.06665
2.38877,3.06665
2.38875,3.06666
2.38875,3.06666
2.38875,3.06665
2.38875,3.06664
2.38875,3.06668
2.38875,3.06667
2.38874,3.06668
2.38873,3.06667
2.38873,3.06666
2.38873,3.06664
2.38873,3.06666
2.38873,3.06668
2.38872,3.06667
2.38872,3.06667
2.38871,3.06667
2.38871,3.06668
2.38871,3.06668
2.3887,3.06667
2.3887,3.06667
2.38869,3.06666
2.38868,3.06666
2.38868,3.06665
2.38867,3.06664
2.38867,3.06666
2.38867,3.06666
2.38866,3.06668
2.38866,3.0667
2.38866,3.06665
2.38865,3.06663
2.38863,3.06658
2.38855,3.06662
2.38845,3.06665
2.38835,3.06675
2.38832,3.06676
2.38856,3.06707
2.38858,3.06708
2.38864,3.06695
2.38869,3.06689
2.38878,3.0668
2.38883,3.06664
2.38885,3.06649
2.38888,3.0664
2.38884,3.06638
2.38886,3.0664
2.38887,3.06638
2.38884,3.06633
2.38885,3.06631
2.38889,3.06624
2.3889,3.06619
2.38891,3.06613
2.38891,3.06609
2.3889,3.06578
2.38895,3.06491
2.38908,3.06335
2.38924,3.06092
2.38954,3.05767
2.38992,3.05359
2.39125,3.04365
2.3917,3.03806
2.39225,3.03221
2.39284,3.02665
2.39367,3.02121
2.39437,3.01616
2.39481,3.01136
2.39514,3.00715
2.3954,3.00362
2.39574,3.00062
2.39609,2.99819
2.39632,2.9963
2.39643,2.99458
2.39651,2.99309
2.39655,2.99166
2.39661,2.99035
2.39671,2.98899
2.39688,2.98736
2.39705,2.98549
2.39724,2.98334
2.39752,2.98079
2.39794,2.97784
2.39842,2.97455
2.39876,2.97077
2.39911,2.96661
2.39959,2.96225
2.40015,2.95765
2.40058,2.95326
2.40093,2.94904
2.40134,2.94484
2.40191,2.94094
2.40244,2.93717
2.40289,2.9337
2.40324,2.93071
2.40368,2.92529
2.40398,2.9228
2.40428,2.9204
2.40454,2.91804
2.40454,2.91804
2.40489,2.91331
2.40504,2.91091
2.40527,2.90843
2.40557,2.90575
2.40583,2.90283
2.40624,2.89985
2.4067,2.89674
2.40711,2.89338
2.40746,2.88983
2.40779,2.8863
2.40817,2.88266
2.40855,2.87895
2.40893,2.87529
2.40923,2.8717
2.40959,2.86812
2.41,2.86478
2.41026,2.86149
2.41051,2.85827
2.41086,2.85522
2.4112,2.85231
2.41145,2.84945
2.41167,2.84655
2.41195,2.8438
2.4122,2.84124
2.41245,2.83866
2.41276,2.83588
2.41304,2.83301
2.41328,2.83005
2.41352,2.8269
2.41377,2.82362
2.41405,2.82041
2.41437,2.8172
2.41464,2.81379
2.41492,2.81031
2.41553,2.80299
2.4159,2.79935
2.41625,2.79599
2.41661,2.79271
2.41661,2.79271
2.4172,2.78627
2.41735,2.78311
2.41777,2.77972
2.41812,2.7766
2.41812,2.7766
2.41875,2.77069
2.41908,2.76776
2.41938,2.76484
2.41963,2.76194
2.41997,2.75888
2.42039,2.75582
2.42072,2.75262
2.42093,2.74941
2.42113,2.7462
2.42132,2.74292
2.42152,2.73977
2.42179,2.73649
2.42218,2.73315
2.4226,2.72989
2.42295,2.72656
2.42322,2.7232
2.42341,2.71993
2.42361,2.71678
2.42399,2.71367
2.42453,2.71072
2.42513,2.70793
2.42561,2.70494
2.42597,2.70181
2.42623,2.69883
2.42652,2.69598
2.42674,2.69323
2.42702,2.69037
2.4274,2.68745
2.42774,2.68444
2.42796,2.68128
2.42818,2.67794
2.42847,2.67467
2.42873,2.67149
2.42903,2.66833
2.42931,2.66519
2.42974,2.66213
2.43003,2.65888
2.43012,2.65553
2.43031,2.65218
2.43091,2.64612
2.43092,2.64382
2.43099,2.64204
2.43117,2.64063
2.43135,2.6393
2.43156,2.63812
2.43171,2.637
2.43183,2.63607
2.4319,2.63524
2.4319,2.63524
2.43201,2.63376
2.43207,2.63308
2.43212,2.63237
2.4322,2.63165
2.43226,2.63093
2.43232,2.63035
2.43238,2.62978
2.43247,2.62921
2.43256,2.62862
2.43266,2.62811
2.43273,2.62767
2.43269,2.62725
2.43266,2.62685
2.43266,2.62685
2.43255,2.62632
2.43246,2.62617
2.43232,2.62614
2.43227,2.62574
2.43227,2.62574
2.43261,2.62354
2.43288,2.62181
2.43317,2.61999
2.43355,2.61808
2.43404,2.61631
2.43453,2.61495
2.43486,2.61389
2.43488,2.6131
2.43469,2.61245
2.43457,2.61194
2.43463,2.6115
2.43469,2.61099
2.43469,2.61034
2.4347,2.60942
2.43481,2.60828
2.43501,2.60698
2.43524,2.60552
2.43554,2.60399
2.43592,2.60251
2.43625,2.6011
2.43647,2.59998
2.43659,2.59892
2.43658,2.59813
2.43658,2.5975
2.43669,2.59693
2.43682,2.59626
2.43708,2.59545
2.43759,2.59436
2.43813,2.59308
2.43868,2.59165
2.43912,2.59019
2.43953,2.58888
2.43979,2.58773
2.43996,2.5868
2.44013,2.58604
2.44025,2.58544
2.44036,2.58485
2.44055,2.58419
2.44088,2.58338
2.44122,2.58224
2.4423,2.57933
2.4423,2.57933
2.4429,2.5762
2.44312,2.57481
2.44324,2.57366
2.44336,2.57264
2.44355,2.57171
2.44369,2.57084
2.4438,2.56992
2.44393,2.56892
2.44421,2.56779
2.44455,2.56637
2.44506,2.56482
2.44563,2.56323
2.44613,2.56166
2.44655,2.56021
2.44681,2.55896
2.44701,2.55795
2.44708,2.55714
2.44711,2.55649
2.44719,2.55577
2.44754,2.55391
2.44754,2.55391
2.44791,2.55122
2.4481,2.54963
2.4483,2.54792
2.44851,2.54641
2.44851,2.54641
2.44896,2.54378
2.44919,2.54259
2.4493,2.54155
2.44942,2.54062
2.44952,2.53968
2.44962,2.53861
2.44971,2.53748
2.44974,2.53623
2.44991,2.53495
2.45004,2.53365
2.45016,2.53239
2.45032,2.53121
2.45053,2.53018
2.45068,2.52928
2.45073,2.52852
2.4508,2.52792
2.45084,2.52744
2.45087,2.5272
2.45112,2.52775
2.45274,2.52811
2.45496,2.52804
2.45689,2.52834
2.4579,2.52871
2.45837,2.5293
2.45907,2.53066
2.45922,2.53124
2.45937,2.5316
2.45961,2.53172
2.45975,2.53188
2.45975,2.53184
2.45948,2.53156
2.45921,2.53125
2.45787,2.53019
2.45714,2.5297
2.45649,2.52919
2.4546,2.52805
2.45377,2.52763
2.45276,2.5274
2.45212,2.52712
2.4514,2.52712
2.4507,2.52716
2.4503,2.52707
2.44983,2.52729
2.44929,2.52762
2.44899,2.52784
2.44882,2.52808
2.44859,2.52844
2.4484,2.52874
2.44829,2.52915
2.44812,2.5296
2.44795,2.52997
2.44771,2.53036
2.4475,2.53098
2.44719,2.53215
2.44683,2.53356
2.44667,2.53458
2.44658,2.53527
2.44645,2.53596
2.44633,2.53656
2.44628,2.53725
2.44627,2.53795
2.44636,2.53862
2.4465,2.53928
2.44666,2.53972
2.44681,2.53987
2.4469,2.53992
2.44701,2.53989
2.44716,2.53985
2.44729,2.53975
2.44744,2.53957
2.44764,2.53953
2.4478,2.53949
2.44797,2.53945
2.44812,2.53934
2.44833,2.53923
2.44857,2.53911
2.44883,2.53897
2.44911,2.53888
2.44937,2.53882
2.44963,2.53865
2.44986,2.53848
2.45008,2.53835
2.45037,2.5384
2.45061,2.5384
2.45084,2.53837
2.45105,2.53831
2.45129,2.53825
2.45148,2.5382
2.45165,2.53816
2.45179,2.53808
2.4519,2.53801
2.452,2.53792
2.45207,2.5378
2.45213,2.5377
2.45219,2.5376
2.45225,2.53749
2.45229,2.53737
2.45235,2.53727
2.45242,2.53714
2.45253,2.53691
2.45253,2.53691
2.45267,2.53672
2.45274,2.53662
2.45281,2.53657
2.45287,2.53648
2.45293,2.5364
2.45297,2.53632
2.45301,2.53626
2.45305,2.53619
2.45307,2.53613
2.45308,2.53606
2.4531,2.536
2.4531,2.53594
2.45311,2.53589
2.45312,2.53583
2.45314,2.53577
2.45316,2.53573
2.45319,2.53569
2.45323,2.53565
2.45326,2.53559
2.45329,2.53555
2.45334,2.53551
2.45337,2.53546
2.45339,2.5354
2.45342,2.53538
2.45345,2.53534
2.45347,2.53531
2.4535,2.53527
2.45351,2.53524
2.45353,2.5352
2.45355,2.53519
2.45357,2.53514
2.45359,2.5351
2.45362,2.53507
2.45363,2.53504
2.45366,2.53502
2.45369,2.535
2.45371,2.53496
2.45372,2.53493
2.45374,2.53491
2.45376,2.53489
2.45378,2.53487
2.45379,2.53486
2.45381,2.53483
2.45382,2.53482
2.45383,2.5348
2.45384,2.53479
2.45387,2.53482
2.45388,2.53481
2.4539,2.53479
2.45391,2.53479
2.45392,2.53475
2.45394,2.53474
2.45396,2.53471
2.45397,2.53471
2.45398,2.5347
2.454,2.53468
2.45402,2.53467
2.45403,2.53467
2.45404,2.53466
2.45404,2.53466
2.45404,2.53465
2.45404,2.53466
2.45405,2.53465
2.45406,2.53463
2.45407,2.53462
2.45409,2.53461
2.45411,2.53458
2.45413,2.53457
2.45416,2.53453
2.45416,2.53452
2.45418,2.5345
2.45418,2.5345
2.45419,2.53451
2.45419,2.53451
2.4542,2.53453
2.45421,2.53453
2.45422,2.53455
2.45423,2.53455
2.45423,2.53453
2.45423,2.53452
2.45424,2.53451
2.45424,2.53451
2.45424,2.53451
2.45425,2.53453
2.45426,2.53453
2.45426,2.53453
2.45428,2.53452
2.45429,2.53451
2.45429,2.53452
2.45428,2.53451
2.45429,2.5345
2.45429,2.53451
2.4543,2.53451
2.45431,2.53452
2.45433,2.5345
2.45433,2.5345
2.45433,2.53449
2.45435,2.53447
2.45435,2.53448
2.45435,2.53447
2.45435,2.53447
2.45436,2.53447
2.45436,2.53447
2.45437,2.53448
2.45438,2.53446
2.45438,2.53445
2.45439,2.53445
2.4544,2.53447
2.45441,2.53447
2.45441,2.53447
2.45442,2.53448
2.45444,2.53448
2.45444,2.53446
2.45444,2.53444
2.45445,2.53445
2.45444,2.53446
2.45444,2.53444
2.45444,2.53445
2.45445,2.53445
2.45445,2.53446
2.45446,2.53444
2.45446,2.53445
2.45446,2.53445
2.45443,2.53462
2.45448,2.53468
2.4545,2.53471
2.4543,2.53476
2.45347,2.53469
2.4515,2.5343
2.44795,2.53357
2.4426,2.53304
2.43544,2.53238
2.42749,2.5315
2.41895,2.53054
2.41004,2.52952
2.40138,2.52869
2.39318,2.52789
2.38597,2.52691
2.38003,2.52614
2.37495,2.52554
2.37086,2.52508
2.36722,2.52482
2.36359,2.52454
2.35956,2.52427
2.35437,2.52386
2.34816,2.52335
2.33262,2.52201
2.32405,2.52132
2.31576,2.52053
2.30772,2.51987
2.30058,2.51913
2.29457,2.51838
2.28928,2.51795
2.28426,2.51748
2.27951,2.51694
2.27455,2.51636
2.2689,2.51572
2.26238,2.51494
2.25518,2.51421
2.24693,2.51333
2.23823,2.51244
2.2295,2.51167
2.22107,2.51095
2.21337,2.51024
2.2064,2.50951
2.19424,2.50833
2.18884,2.50772
2.18884,2.50772
2.17727,2.50666
2.17063,2.50607
2.1632,2.5055
2.15501,2.50485
2.1464,2.50414
2.1375,2.5032
2.12877,2.50223
2.12037,2.50135
2.11273,2.50043
2.10559,2.49959
2.09888,2.49891
2.09268,2.49824
2.08658,2.49757
2.08016,2.49707
2.07354,2.49665
2.06654,2.4961
2.0594,2.49551
2.05261,2.49486
2.04595,2.4942
2.03978,2.49323
2.03434,2.49255
2.02982,2.49208
2.02584,2.49173
2.02235,2.49153
2.01922,2.4913
2.01606,2.4911
2.01279,2.49084
2.0091,2.49057
2.0048,2.49028
2.00004,2.48972
1.9951,2.48905
1.99045,2.48846
1.98282,2.48804
1.97977,2.48798
1.97688,2.48764
1.97397,2.48717
1.97115,2.48672
1.96841,2.48638
1.96571,2.48603
1.9629,2.48566
1.9601,2.48535
1.95742,2.48515
1.95483,2.48484
1.95229,2.4844
1.94979,2.48401
1.94737,2.48373
1.94495,2.48342
1.94253,2.48313
1.94012,2.48291
1.93774,2.48267
1.9355,2.48245
1.93339,2.48213
1.93136,2.48181
1.9293,2.48148
1.92726,2.48119
1.9253,2.48098
1.92339,2.48084
1.92153,2.48066
1.91976,2.48046
1.91805,2.48032
1.91648,2.4802
1.91506,2.48011
1.91369,2.47996
1.91249,2.47985
1.91138,2.47964
1.91038,2.47949
1.90955,2.47936
1.90879,2.47917
1.90806,2.47895
1.90736,2.47873
1.9067,2.4786
1.90604,2.47849
1.90534,2.47837
1.90468,2.4783
1.9041,2.47829
1.90351,2.47827
1.90296,2.47823
1.90245,2.47822
1.90197,2.4782
1.90142,2.47814
1.90087,2.47804
1.90037,2.47795
1.89992,2.47786
1.89944,2.47776
1.89898,2.4776
1.89856,2.47744
1.89822,2.47739
1.89771,2.47753
1.89722,2.47764
1.89641,2.47771
1.89514,2.47773
1.8933,2.47767
1.8911,2.47749
1.88867,2.47725
1.88616,2.47697
1.88201,2.47662
1.8808,2.47668
1.88013,2.47672
1.87982,2.47675
1.87982,2.47675
1.87946,2.47685
1.87884,2.47689
1.8777,2.47688
1.87586,2.47678
1.87586,2.47678
1.87068,2.47641
1.86792,2.47615
1.86792,2.47615
1.86324,2.4759
1.86324,2.4759
1.86024,2.47609
1.85951,2.47602
1.85909,2.47584
1.85871,2.47572
1.85871,2.47572
1.85718,2.47575
1.85573,2.47568
1.85371,2.47556
1.8512,2.47548
1.8512,2.47548
1.84605,2.47532
1.84377,2.47523
1.84193,2.47498
1.84059,2.47482
1.83965,2.47477
1.83902,2.4748
1.83846,2.47475
1.83772,2.47466
1.83502,2.47436
1.82577,2.47342
1.82362,2.47322
1.82037,2.47278
1.81938,2.4726
1.81861,2.4725
1.81792,2.47241
1.81703,2.47235
1.81574,2.47214
1.81394,2.4719
1.81162,2.47163
1.80596,2.47102
1.80327,2.47078
1.80097,2.47043
1.7994,2.4702
1.7994,2.4702
1.79782,2.47009
1.79786,2.46995
1.79806,2.46917
1.79793,2.46763
1.79765,2.46612
1.79764,2.46542
1.79769,2.4652
1.79781,2.46523
1.79828,2.46536
1.79874,2.46535
1.799,2.46524
1.7993,2.46516
1.79964,2.46513
1.79989,2.46508
1.80002,2.46485
1.80003,2.46499
1.80022,2.46525
1.80018,2.46539
1.7997,2.46578
1.79924,2.46623
1.79871,2.46675
1.79795,2.46753
1.79737,2.46819
1.79682,2.46887
1.79626,2.46951
1.79582,2.4701
1.79551,2.47073
1.79518,2.47136
1.79489,2.47167
1.79486,2.47207
1.7949,2.47254
1.79488,2.47277
1.79509,2.47297
1.79528,2.47336
1.7957,2.47392
1.79592,2.47421
1.79621,2.47446
1.79678,2.47472
1.79772,2.47471
1.799,2.47468
1.80029,2.47465
1.80029,2.47465
1.80215,2.47439
1.80264,2.47436
1.8031,2.47431
1.80363,2.4743
1.80424,2.47429
1.80489,2.4742
1.80545,2.47397
1.80589,2.47373
1.80621,2.47347
1.80638,2.47328
1.80646,2.47309
1.80646,2.47292
1.80642,2.47275
1.80638,2.47263
1.80632,2.47254
1.80629,2.47245
1.80625,2.47241
1.80621,2.47231
1.80617,2.47226
1.80618,2.47235
1.80614,2.4724
1.80608,2.47234
1.80599,2.47231
1.80594,2.47232
1.80594,2.4723
1.80589,2.47224
1.80586,2.47219
1.80581,2.47208
1.80577,2.47198
1.80569,2.47183
1.80546,2.47157
1.80532,2.47148
1.80524,2.47139
1.80513,2.4714
1.80502,2.47141
1.80502,2.47141
1.80484,2.47137
1.80476,2.47133
1.80469,2.47131
1.80463,2.47126
1.80457,2.47123
1.80451,2.47118
1.80445,2.47114
1.8044,2.47108
1.80434,2.47103
1.80429,2.47098
1.80423,2.47096
1.80418,2.47093
1.80413,2.4709
1.80408,2.47087
1.80403,2.47085
1.804,2.47082
1.80396,2.4708
1.80392,2.47078
1.80388,2.47074
1.80382,2.47073
1.80378,2.47069
1.80374,2.47064
1.8037,2.47061
1.80366,2.47059
1.80362,2.47056
1.80358,2.47054
1.80355,2.47053
1.80349,2.47049
1.80346,2.47048
1.80342,2.47046
1.80339,2.47043
1.80337,2.47039
1.80334,2.4704
1.80331,2.47038
1.80326,2.47037
1.80324,2.47037
1.8032,2.47037
1.80317,2.47035
1.80314,2.47032
1.8031,2.47029
1.80307,2.47025
1.80304,2.47027
1.80302,2.47024
1.80299,2.47024
1.80298,2.47024
1.80295,2.47025
1.80294,2.47025
1.80291,2.47023
1.80289,2.47023
1.80286,2.47022
1.80284,2.47021
1.80283,2.4702
1.80281,2.47019
1.80279,2.47018
1.80276,2.4702
1.80274,2.4702
1.80271,2.47021
1.80269,2.47021
1.80267,2.47019
1.80266,2.4702
1.80263,2.4702
1.80261,2.47019
1.80258,2.47018
1.80256,2.47017
1.80254,2.47015
1.80252,2.47014
1.80249,2.47014
1.80247,2.47013
1.80245,2.4701
1.80242,2.4701
1.8024,2.47011
1.80236,2.4701
1.80236,2.4701
1.80233,2.47011
1.8023,2.47011
1.80228,2.4701
1.80227,2.47009
1.80225,2.47008
1.80224,2.47009
1.80223,2.47009
1.80223,2.47009
1.80218,2.4701
1.80218,2.4701
1.80213,2.47007
1.80211,2.47008
1.8021,2.47007
1.80207,2.47007
1.80205,2.47006
1.80203,2.47006
1.80202,2.47004
1.80199,2.47004
1.80198,2.47007
1.80197,2.47005
1.80197,2.47004
1.80195,2.47004
1.80194,2.47003
1.80193,2.47001
1.80192,2.47004
1.80191,2.47002
1.80189,2.47004
1.80188,2.47003
1.80187,2.47002
1.80186,2.47003
1.80185,2.47002
1.80184,2.47001
1.80183,2.47002
1.80182,2.47003
1.8018,2.47004
1.80179,2.47004
1.80178,2.47004
1.80176,2.47004
1.80176,2.47003
1.80174,2.47003
1.80173,2.47003
1.80171,2.47005
1.8017,2.47005
1.80169,2.47006
1.80168,2.47005
1.80168,2.47005
1.80167,2.47007
1.80165,2.47006
1.80165,2.47006
1.80164,2.47006
1.80163,2.47003
1.80164,2.47004
1.80162,2.47002
1.80161,2.47002
1.8016,2.47002
1.80159,2.47003
1.80158,2.47005
1.80162,2.47009
1.80151,2.47007
1.80143,2.47006
1.8014,2.47005
1.80133,2.46995
1.80118,2.47018
1.80106,2.47115
1.8008,2.47336
1.80016,2.47736
1.79936,2.4832
1.79834,2.49
1.79738,2.49768
1.79653,2.5058
1.79555,2.51412
1.79421,2.52251
1.79347,2.53019
1.79291,2.53695
1.79219,2.54279
1.79161,2.54789
1.79117,2.55209
1.79082,2.5559
1.79034,2.55965
1.79001,2.56421
1.78971,2.56964
1.78916,2.57604
1.78848,2.58337
1.78786,2.59148
1.78702,2.59975
1.78616,2.60789
1.78552,2.6156
1.78491,2.6224
1.78417,2.62844
1.78342,2.63885
1.78342,2.63885
1.7824,2.64886
1.78198,2.65477
1.78152,2.66137
1.78102,2.66887
1.78043,2.67698
1.77958,2.68534
1.77897,2.69382
1.77841,2.702
1.77769,2.70954
1.77693,2.71662
1.77629,2.72314
1.77571,2.72923
1.7753,2.73516
1.77484,2.74112
1.77442,2.74756
1.77395,2.75473
1.77328,2.76251
1.77265,2.77085
1.77188,2.77951
1.77101,2.78805
1.77017,2.79664
1.76874,2.81213
1.76812,2.81914
1.7675,2.82573
1.76695,2.83207
1.76644,2.83852
1.76591,2.84511
1.76533,2.85204
1.76474,2.85923
1.76411,2.86608
1.76343,2.87276
1.76281,2.87904
1.76208,2.88465
1.7616,2.88931
1.76123,2.89333
1.76095,2.89693
1.76069,2.90028
1.76046,2.90356
1.76018,2.90706
1.75992,2.9111
1.75968,2.91566
1.75943,2.92051
1.75879,2.92557
1.75817,2.93028
1.75769,2.93449
1.75732,2.93787
1.75703,2.94025
1.75665,2.94222
1.75632,2.94393
1.756,2.94578
1.75544,2.94772
1.75508,2.94957
1.75486,2.95136
1.75473,2.95313
1.75456,2.95484
1.7543,2.95647
1.75413,2.95806
1.75397,2.95963
1.75384,2.96105
1.75371,2.96239
1.75356,2.9637
1.75337,2.96488
1.75328,2.96597
1.75309,2.96699
1.75296,2.96789
1.75286,2.96876
1.75268,2.9711
1.75262,2.97173
1.75256,2.97234
1.75258,2.97287
1.75263,2.97335
1.75267,2.97374
1.75271,2.97428
1.75269,2.97504
1.75262,2.97635
1.75244,2.97821
1.75219,2.98073
1.7519,2.98394
1.75155,2.98785
1.75121,2.99228
1.75101,2.99723
1.75055,3.00257
1.75013,3.00803
1.74951,3.01341
1.74902,3.0185
1.7486,3.02332
1.7482,3.02778
1.74773,3.03178
1.74707,3.03813
1.74693,3.04029
1.74692,3.04176
1.7469,3.04293
1.74673,3.04403
1.74651,3.04504
1.74623,3.04599
1.74604,3.04685
1.74588,3.04765
1.74567,3.04841
1.74556,3.0491
1.7455,3.04972
1.74543,3.0504
1.74538,3.05098
1.74534,3.05156
1.74534,3.0521
1.74531,3.0526
1.7453,3.05301
1.74527,3.05336
1.74529,3.0537
1.74533,3.05397
1.7454,3.0541
1.74548,3.05422
1.74554,3.05429
1.7456,3.0543
1.74563,3.05421
1.74568,3.05407
1.74569,3.0539
1.7455,3.05399
1.7461,3.05383
1.74772,3.05335
1.74971,3.05281
1.751,3.05241
1.75147,3.05234
1.75176,3.05262
1.75203,3.0529
1.75211,3.05339
1.75211,3.05392
1.7525,3.0545
1.753,3.05546
1.75312,3.05605
1.75331,3.05653
1.75331,3.05653
1.75282,3.05773
1.75282,3.05811
1.75249,3.05839
1.75215,3.05876
1.75203,3.05892
1.75184,3.05871
1.75143,3.0588
1.75105,3.05885
1.75092,3.05875
1.7502,3.05869
1.74994,3.05869
1.74948,3.05875
1.74899,3.05866
1.74899,3.05866
1.7482,3.05894
1.74773,3.05918
1.74732,3.05948
1.74682,3.05964
1.7461,3.05979
1.74557,3.05999
1.74507,3.05993
1.74433,3.05945
