data
"speed:[-92, -94, -108, -78], angle:[9234, 9970, 17887, 7923], timestamp:[36690, 36691, 36693, 36694], state:[0, 0, 0, 0]"
"speed:[-77, -72, -63, -69], angle:[4188, 4651, 12656, 2726], timestamp:[36750, 36751, 36753, 36754], state:[0, 0, 0, 0]"
"speed:[-36, -30, -27, -35], angle:[1746, 2310, 10145, 316], timestamp:[36810, 36811, 36813, 36814], state:[0, 0, 0, 0]"
"speed:[19, 26, -14, 4], angle:[1033, 1872, 9247, 32196], timestamp:[36870, 36871, 36873, 36874], state:[0, 0, 0, 0]"
"speed:[95, -61, -52, 51], angle:[4043, 2037, 6743, 31993], timestamp:[36930, 36931, 36933, 36934], state:[0, 0, 0, 0]"
"speed:[59, -56, -67, 81], angle:[7839, 29041, 3171, 4108], timestamp:[36990, 36991, 36993, 36994], state:[0, 0, 0, 0]"
"speed:[31, -25, -33, 13], angle:[10353, 26694, 478, 6500], timestamp:[37050, 37051, 37053, 37054], state:[0, 0, 0, 0]"
"speed:[54, -60, -55, 34], angle:[12044, 25274, 31685, 7897], timestamp:[37110, 37111, 37113, 37114], state:[0, 0, 0, 0]"
"speed:[34, -44, -52, 55], angle:[14939, 22030, 28608, 10929], timestamp:[37170, 37171, 37173, 37174], state:[0, 0, 0, 0]"
"speed:[25, -38, -31, 15], angle:[16057, 20374, 26865, 12624], timestamp:[37230, 37231, 37233, 37234], state:[0, 0, 0, 0]"
"speed:[37, -43, -46, 47], angle:[17677, 18333, 24986, 14465], timestamp:[37290, 37291, 37293, 37294], state:[0, 0, 0, 0]"
"speed:[18, -12, -14, 7], angle:[18947, 16843, 23842, 15923], timestamp:[37350, 37351, 37353, 37354], state:[0, 0, 0, 0]"
"speed:[26, -43, -26, 37], angle:[19853, 15558, 22890, 17076], timestamp:[37410, 37411, 37413, 37414], state:[0, 0, 0, 0]"
"speed:[21, -12, -23, 19], angle:[21330, 13879, 21511, 18960], timestamp:[37470, 37471, 37473, 37474], state:[0, 0, 0, 0]"
"speed:[7, -18, -7, 10], angle:[21960, 13042, 20842, 19593], timestamp:[37530, 37531, 37533, 37534], state:[0, 0, 0, 0]"
"speed:[15, -11, -21, 14], angle:[22757, 12275, 20185, 20694], timestamp:[37590, 37591, 37593, 37594], state:[0, 0, 0, 0]"
"speed:[9, -15, -13, 13], angle:[23363, 11537, 19537, 21330], timestamp:[37650, 37651, 37653, 37654], state:[0, 0, 0, 0]"
"speed:[10, -18, -15, 6], angle:[23982, 10822, 18932, 21938], timestamp:[37710, 37711, 37713, 37714], state:[0, 0, 0, 0]"
"speed:[10, -11, -13, 12], angle:[24564, 10198, 18372, 22612], timestamp:[37770, 37771, 37773, 37774], state:[0, 0, 0, 0]"
