yaw,pitch,roll
"yaw:179.33, pitch:-0.21, roll:-0.92 ",,
"yaw:179.29, pitch:-0.2, roll:-0.88 ",,
"yaw:179.33, pitch:-0.17, roll:-0.89 ",,
"yaw:179.44, pitch:-0.06, roll:-0.87 ",,
"yaw:179.49, pitch:0.09, roll:-0.78 ",,
"yaw:178.97, pitch:-0.13, roll:-0.75 ",,
"yaw:178.91, pitch:0.02, roll:-0.77 ",,
"yaw:179.44, pitch:0.1, roll:-0.8 ",,
"yaw:179.53, pitch:0.02, roll:-0.79 ",,
"yaw:179.47, pitch:0.16, roll:-0.82 ",,
"yaw:179.48, pitch:-0.01, roll:-0.81 ",,
"yaw:179.34, pitch:0.04, roll:-0.88 ",,
"yaw:179.22, pitch:0.02, roll:-0.9 ",,
"yaw:179.2, pitch:0.04, roll:-0.89 ",,
"yaw:179.31, pitch:0.06, roll:-0.89 ",,
"yaw:179.43, pitch:0.06, roll:-0.88 ",,
"yaw:179.44, pitch:0.2, roll:-0.87 ",,
"yaw:179.49, pitch:0.07, roll:-0.85 ",,
"yaw:179.06, pitch:-0.13, roll:-0.83 ",,
"yaw:179.29, pitch:0.03, roll:-0.86 ",,
"yaw:179.49, pitch:-0.08, roll:-0.81 ",,
"yaw:179.25, pitch:-0.06, roll:-0.85 ",,
"yaw:179.6, pitch:-0.02, roll:-0.8 ",,
"yaw:179.54, pitch:-0.11, roll:-0.74 ",,
"yaw:179.66, pitch:-0.05, roll:-0.75 ",,
"yaw:179.56, pitch:-0.08, roll:-0.72 ",,
"yaw:179.44, pitch:-0.07, roll:-0.73 ",,
"yaw:179.41, pitch:-0.1, roll:-0.73 ",,
"yaw:-176.76, pitch:-0.04, roll:-0.65 ",,
"yaw:-163.38, pitch:-0.01, roll:-0.68 ",,
"yaw:-149.92, pitch:0.05, roll:-0.76 ",,
"yaw:-135.72, pitch:0.11, roll:-0.73 ",,
"yaw:-121.25, pitch:0.12, roll:-0.61 ",,
"yaw:-106.55, pitch:0.1, roll:-0.52 ",,
"yaw:-95.29, pitch:0.1, roll:-0.47 ",,
"yaw:-90.54, pitch:0.1, roll:-0.42 ",,
"yaw:-90.55, pitch:0.14, roll:-0.34 ",,
"yaw:-90.38, pitch:0.14, roll:-0.49 ",,
"yaw:-90.63, pitch:-0.07, roll:-0.5 ",,
"yaw:-90.78, pitch:0.09, roll:-0.59 ",,
"yaw:-90.72, pitch:0.08, roll:-0.5 ",,
"yaw:-90.68, pitch:-0.07, roll:-0.47 ",,
"yaw:-90.83, pitch:0.16, roll:-0.53 ",,
"yaw:-90.76, pitch:-0.04, roll:-0.45 ",,
"yaw:-90.78, pitch:0.01, roll:-0.5 ",,
"yaw:-90.47, pitch:0.04, roll:-0.5 ",,
"yaw:-90.59, pitch:-0.04, roll:-0.51 ",,
"yaw:-90.59, pitch:0.06, roll:-0.51 ",,
"yaw:-90.54, pitch:0.08, roll:-0.49 ",,
"yaw:-90.55, pitch:0.1, roll:-0.49 ",,
"yaw:-90.55, pitch:0.09, roll:-0.51 ",,
"yaw:-90.55, pitch:0.09, roll:-0.51 ",,
"yaw:-90.64, pitch:0.15, roll:-0.48 ",,
"yaw:-90.28, pitch:0.29, roll:-0.41 ",,
"yaw:-90.6, pitch:0.1, roll:-0.45 ",,
"yaw:-90.71, pitch:0.11, roll:-0.41 ",,
"yaw:-90.61, pitch:0.18, roll:-0.49 ",,
"yaw:-90.54, pitch:0.17, roll:-0.51 ",,
"yaw:-90.66, pitch:0.25, roll:-0.53 ",,
"yaw:-90.51, pitch:0.14, roll:-0.48 ",,
"yaw:-90.99, pitch:0.25, roll:-0.56 ",,
"yaw:-90.46, pitch:0.21, roll:-0.58 ",,
"yaw:-90.39, pitch:0.19, roll:-0.57 ",,
"yaw:-90.38, pitch:0.19, roll:-0.57 ",,
"yaw:-90.38, pitch:0.19, roll:-0.57 ",,
"yaw:-90.38, pitch:0.2, roll:-0.58 ",,
"yaw:-90.35, pitch:0.22, roll:-0.57 ",,
"yaw:-89.97, pitch:0.39, roll:-0.49 ",,
"yaw:-90.19, pitch:0.14, roll:-0.51 ",,
"yaw:-90.42, pitch:0.06, roll:-0.51 ",,
"yaw:-90.6, pitch:0.25, roll:-0.49 ",,
"yaw:-90.5, pitch:0.07, roll:-0.5 ",,
"yaw:-90.25, pitch:0.15, roll:-0.55 ",,
"yaw:-90.47, pitch:0.14, roll:-0.5 ",,
"yaw:-90.49, pitch:0.12, roll:-0.49 ",,
"yaw:-90.43, pitch:0.19, roll:-0.51 ",,
"yaw:-90.36, pitch:0.13, roll:-0.49 ",,
"yaw:-90.66, pitch:0.12, roll:-0.45 ",,
"yaw:-90.37, pitch:0.12, roll:-0.44 ",,
"yaw:-90.33, pitch:0.11, roll:-0.43 ",,
"yaw:-90.32, pitch:0.11, roll:-0.43 ",,
"yaw:-82.44, pitch:0.15, roll:-0.34 ",,
"yaw:-69.34, pitch:0.09, roll:-0.4 ",,
"yaw:-55.5, pitch:0.1, roll:-0.49 ",,
"yaw:-41.18, pitch:0.04, roll:-0.48 ",,
"yaw:-26.61, pitch:-0.05, roll:-0.39 ",,
"yaw:-11.87, pitch:-0.12, roll:-0.29 ",,
"yaw:-3.48, pitch:-0.23, roll:-0.25 ",,
"yaw:0.73, pitch:-0.19, roll:-0.24 ",,
"yaw:1.22, pitch:-0.2, roll:-0.24 ",,
"yaw:1.11, pitch:-0.21, roll:-0.24 ",,
"yaw:1.1, pitch:-0.21, roll:-0.25 ",,
"yaw:1.11, pitch:-0.22, roll:-0.25 ",,
"yaw:1.11, pitch:-0.22, roll:-0.24 ",,
"yaw:1.11, pitch:-0.23, roll:-0.24 ",,
"yaw:1.11, pitch:-0.22, roll:-0.24 ",,
"yaw:1.09, pitch:-0.22, roll:-0.23 ",,
"yaw:1.08, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.2, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.25 ",,
"yaw:1.06, pitch:-0.21, roll:-0.25 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.06, pitch:-0.21, roll:-0.24 ",,
"yaw:1.05, pitch:-0.21, roll:-0.24 ",,
"yaw:1.04, pitch:-0.14, roll:-0.27 ",,
"yaw:1.12, pitch:-0.16, roll:-0.22 ",,
"yaw:1.03, pitch:-0.44, roll:-0.29 ",,
"yaw:0.9, pitch:-0.47, roll:-0.36 ",,
"yaw:1.04, pitch:-0.27, roll:-0.35 ",,
"yaw:1.11, pitch:-0.52, roll:-0.31 ",,
"yaw:1.07, pitch:-0.42, roll:-0.35 ",,
"yaw:1.18, pitch:-0.39, roll:-0.31 ",,
"yaw:1.39, pitch:-0.52, roll:-0.36 ",,
"yaw:1.1, pitch:-0.45, roll:-0.35 ",,
"yaw:0.83, pitch:-0.5, roll:-0.31 ",,
"yaw:0.95, pitch:-0.5, roll:-0.36 ",,
"yaw:0.96, pitch:-0.5, roll:-0.36 ",,
"yaw:0.96, pitch:-0.5, roll:-0.33 ",,
"yaw:1.09, pitch:-0.33, roll:-0.26 ",,
"yaw:1.02, pitch:-0.35, roll:-0.29 ",,
"yaw:1.83, pitch:-0.68, roll:-0.27 ",,
"yaw:0.9, pitch:-0.61, roll:-0.29 ",,
"yaw:0.8, pitch:-0.59, roll:-0.33 ",,
"yaw:0.77, pitch:-0.53, roll:-0.36 ",,
"yaw:0.81, pitch:-0.48, roll:-0.36 ",,
"yaw:0.86, pitch:-0.51, roll:-0.31 ",,
"yaw:0.98, pitch:-0.4, roll:-0.35 ",,
"yaw:1.18, pitch:-0.42, roll:-0.37 ",,
"yaw:1.2, pitch:-0.35, roll:-0.38 ",,
"yaw:1.07, pitch:-0.34, roll:-0.37 ",,
"yaw:1.07, pitch:-0.26, roll:-0.38 ",,
"yaw:1.14, pitch:-0.11, roll:-0.23 ",,
"yaw:1.1, pitch:-0.32, roll:-0.33 ",,
"yaw:1.87, pitch:-0.22, roll:-0.36 ",,
"yaw:0.91, pitch:-0.2, roll:-0.38 ",,
"yaw:0.81, pitch:-0.2, roll:-0.39 ",,
"yaw:0.81, pitch:-0.2, roll:-0.42 ",,
"yaw:0.93, pitch:-0.23, roll:-0.37 ",,
"yaw:0.96, pitch:-0.26, roll:-0.35 ",,
"yaw:1.02, pitch:-0.28, roll:-0.36 ",,
"yaw:1.14, pitch:-0.28, roll:-0.31 ",,
"yaw:1.16, pitch:-0.28, roll:-0.3 ",,
"yaw:1.15, pitch:-0.28, roll:-0.29 ",,
"yaw:11.77, pitch:-0.34, roll:-0.23 ",,
"yaw:24.81, pitch:-0.32, roll:-0.31 ",,
"yaw:38.77, pitch:-0.3, roll:-0.43 ",,
"yaw:53.14, pitch:-0.34, roll:-0.55 ",,
"yaw:67.79, pitch:-0.41, roll:-0.58 ",,
"yaw:82.28, pitch:-0.39, roll:-0.62 ",,
"yaw:89.18, pitch:-0.37, roll:-0.61 ",,
"yaw:91.83, pitch:-0.38, roll:-0.64 ",,
"yaw:91.57, pitch:-0.28, roll:-0.51 ",,
"yaw:91.71, pitch:-0.35, roll:-0.64 ",,
"yaw:91.24, pitch:-0.56, roll:-0.63 ",,
"yaw:91.28, pitch:-0.34, roll:-0.67 ",,
"yaw:91.15, pitch:-0.42, roll:-0.67 ",,
"yaw:91.05, pitch:-0.39, roll:-0.67 ",,
"yaw:91.31, pitch:-0.32, roll:-0.75 ",,
"yaw:91.27, pitch:-0.44, roll:-0.64 ",,
"yaw:91.33, pitch:-0.36, roll:-0.74 ",,
"yaw:91.35, pitch:-0.32, roll:-0.63 ",,
"yaw:91.49, pitch:-0.41, roll:-0.69 ",,
"yaw:91.29, pitch:-0.38, roll:-0.7 ",,
"yaw:91.29, pitch:-0.38, roll:-0.69 ",,
"yaw:91.29, pitch:-0.36, roll:-0.7 ",,
"yaw:91.31, pitch:-0.35, roll:-0.7 ",,
"yaw:91.07, pitch:-0.22, roll:-0.62 ",,
"yaw:91.37, pitch:-0.3, roll:-0.67 ",,
"yaw:91.32, pitch:-0.47, roll:-0.63 ",,
"yaw:91.34, pitch:-0.35, roll:-0.59 ",,
"yaw:91.29, pitch:-0.51, roll:-0.62 ",,
"yaw:91.3, pitch:-0.49, roll:-0.66 ",,
"yaw:91.2, pitch:-0.41, roll:-0.65 ",,
"yaw:91.39, pitch:-0.56, roll:-0.64 ",,
"yaw:91.45, pitch:-0.46, roll:-0.68 ",,
"yaw:91.36, pitch:-0.48, roll:-0.69 ",,
"yaw:91.35, pitch:-0.47, roll:-0.67 ",,
"yaw:91.2, pitch:-0.5, roll:-0.66 ",,
"yaw:91.18, pitch:-0.5, roll:-0.65 ",,
"yaw:91.32, pitch:-0.3, roll:-0.64 ",,
"yaw:91.24, pitch:-0.46, roll:-0.6 ",,
"yaw:91.53, pitch:-0.51, roll:-0.63 ",,
"yaw:91.21, pitch:-0.4, roll:-0.66 ",,
"yaw:90.97, pitch:-0.54, roll:-0.57 ",,
"yaw:90.98, pitch:-0.47, roll:-0.58 ",,
"yaw:91.11, pitch:-0.44, roll:-0.56 ",,
"yaw:91.14, pitch:-0.53, roll:-0.55 ",,
"yaw:91.16, pitch:-0.52, roll:-0.55 ",,
"yaw:91.08, pitch:-0.52, roll:-0.54 ",,
"yaw:91.14, pitch:-0.51, roll:-0.56 ",,
"yaw:91.05, pitch:-0.52, roll:-0.54 ",,
"yaw:100.46, pitch:-0.53, roll:-0.49 ",,
"yaw:113.49, pitch:-0.48, roll:-0.65 ",,
"yaw:127.39, pitch:-0.38, roll:-0.87 ",,
"yaw:141.66, pitch:-0.35, roll:-0.93 ",,
"yaw:156.25, pitch:-0.29, roll:-0.92 ",,
"yaw:170.94, pitch:-0.2, roll:-0.89 ",,
"yaw:178.6, pitch:-0.19, roll:-0.83 ",,
"yaw:-178.41, pitch:-0.17, roll:-0.83 ",,
"yaw:-178.88, pitch:-0.07, roll:-0.77 ",,
"yaw:-178.85, pitch:-0.11, roll:-0.85 ",,
"yaw:-179.22, pitch:-0.38, roll:-0.83 ",,
"yaw:-179.26, pitch:-0.26, roll:-0.91 ",,
"yaw:-178.96, pitch:-0.31, roll:-0.93 ",,
"yaw:-179.03, pitch:-0.3, roll:-0.95 ",,
"yaw:-179.09, pitch:-0.09, roll:-0.9 ",,
"yaw:-179.11, pitch:-0.32, roll:-0.85 ",,
"yaw:-179.55, pitch:-0.21, roll:-0.95 ",,
"yaw:-178.72, pitch:-0.2, roll:-0.94 ",,
"yaw:-178.66, pitch:-0.19, roll:-0.89 ",,
"yaw:-178.65, pitch:-0.19, roll:-0.97 ",,
"yaw:-179.01, pitch:-0.17, roll:-0.93 ",,
"yaw:-179.09, pitch:-0.15, roll:-0.92 ",,
"yaw:-179.05, pitch:-0.14, roll:-0.93 ",,
"yaw:-179.01, pitch:-0.12, roll:-0.94 ",,
"yaw:-178.85, pitch:0.07, roll:-0.86 ",,
"yaw:-179.29, pitch:-0.1, roll:-0.75 ",,
"yaw:-179.49, pitch:-0.02, roll:-0.74 ",,
"yaw:-178.98, pitch:-0.02, roll:-0.81 ",,
"yaw:-178.88, pitch:-0.09, roll:-0.86 ",,
"yaw:-178.93, pitch:0.05, roll:-0.86 ",,
"yaw:-178.99, pitch:-0.1, roll:-0.87 ",,
"yaw:-178.78, pitch:-0.05, roll:-0.92 ",,
"yaw:-178.66, pitch:-0.05, roll:-0.92 ",,
"yaw:-179.12, pitch:-0.08, roll:-0.94 ",,
"yaw:-179.19, pitch:-0.08, roll:-0.96 ",,
"yaw:-179.18, pitch:-0.06, roll:-0.94 ",,
"yaw:-179.14, pitch:0.12, roll:-0.93 ",,
"yaw:-179.0, pitch:0.05, roll:-0.92 ",,
"yaw:-179.23, pitch:-0.17, roll:-0.91 ",,
"yaw:-179.3, pitch:-0.03, roll:-1.0 ",,
"yaw:-179.25, pitch:-0.14, roll:-0.88 ",,
"yaw:-179.74, pitch:-0.16, roll:-0.86 ",,
"yaw:-179.29, pitch:-0.11, roll:-0.91 ",,
"yaw:-179.17, pitch:-0.22, roll:-0.85 ",,
"yaw:-178.95, pitch:-0.2, roll:-0.89 ",,
"yaw:-178.99, pitch:-0.21, roll:-0.86 ",,
"yaw:-178.95, pitch:-0.2, roll:-0.86 ",,
"yaw:-179.07, pitch:-0.22, roll:-0.86 ",,
"yaw:-178.02, pitch:-0.21, roll:-0.69 ",,
"yaw:-164.8, pitch:-0.17, roll:-0.74 ",,
"yaw:-151.38, pitch:-0.04, roll:-0.89 ",,
"yaw:-137.3, pitch:0.08, roll:-0.97 ",,
"yaw:-122.8, pitch:0.12, roll:-0.84 ",,
"yaw:-108.1, pitch:0.15, roll:-0.74 ",,
"yaw:-95.09, pitch:0.13, roll:-0.6 ",,
"yaw:-89.87, pitch:0.14, roll:-0.54 ",,
"yaw:-88.46, pitch:0.06, roll:-0.47 ",,
"yaw:-88.39, pitch:0.21, roll:-0.44 ",,
"yaw:-88.55, pitch:0.14, roll:-0.69 ",,
"yaw:-89.02, pitch:0.01, roll:-0.6 ",,
"yaw:-89.08, pitch:0.11, roll:-0.63 ",,
"yaw:-89.01, pitch:0.04, roll:-0.67 ",,
"yaw:-88.96, pitch:0.14, roll:-0.68 ",,
"yaw:-88.95, pitch:0.05, roll:-0.59 ",,
"yaw:-88.83, pitch:0.07, roll:-0.66 ",,
"yaw:-88.78, pitch:0.15, roll:-0.67 ",,
"yaw:-88.91, pitch:0.04, roll:-0.56 ",,
"yaw:-88.48, pitch:0.16, roll:-0.64 ",,
"yaw:-88.89, pitch:0.07, roll:-0.62 ",,
"yaw:-88.94, pitch:0.1, roll:-0.62 ",,
"yaw:-88.94, pitch:0.09, roll:-0.6 ",,
"yaw:-88.96, pitch:0.1, roll:-0.59 ",,
"yaw:-88.96, pitch:0.1, roll:-0.58 ",,
"yaw:-88.96, pitch:0.09, roll:-0.57 ",,
"yaw:-88.91, pitch:0.1, roll:-0.55 ",,
"yaw:-88.55, pitch:0.18, roll:-0.53 ",,
"yaw:-88.76, pitch:0.04, roll:-0.63 ",,
"yaw:-89.69, pitch:0.01, roll:-0.57 ",,
"yaw:-89.21, pitch:0.12, roll:-0.57 ",,
"yaw:-88.96, pitch:0.06, roll:-0.58 ",,
"yaw:-88.88, pitch:0.15, roll:-0.6 ",,
"yaw:-88.8, pitch:0.18, roll:-0.59 ",,
"yaw:-88.85, pitch:0.1, roll:-0.59 ",,
"yaw:-88.91, pitch:0.22, roll:-0.62 ",,
"yaw:-89.02, pitch:0.16, roll:-0.57 ",,
"yaw:-88.96, pitch:0.17, roll:-0.6 ",,
"yaw:-88.92, pitch:0.17, roll:-0.63 ",,
"yaw:-88.91, pitch:0.18, roll:-0.63 ",,
"yaw:-88.92, pitch:0.19, roll:-0.63 ",,
"yaw:-88.86, pitch:0.32, roll:-0.61 ",,
"yaw:-88.53, pitch:0.42, roll:-0.59 ",,
"yaw:-89.07, pitch:0.15, roll:-0.59 ",,
"yaw:-89.08, pitch:0.27, roll:-0.69 ",,
"yaw:-89.1, pitch:0.21, roll:-0.62 ",,
"yaw:-88.63, pitch:0.11, roll:-0.6 ",,
"yaw:-88.92, pitch:0.2, roll:-0.6 ",,
"yaw:-88.9, pitch:0.08, roll:-0.64 ",,
"yaw:-89.17, pitch:0.14, roll:-0.63 ",,
"yaw:-89.03, pitch:0.13, roll:-0.63 ",,
"yaw:-88.94, pitch:0.07, roll:-0.61 ",,
"yaw:-88.89, pitch:0.1, roll:-0.6 ",,
"yaw:-88.88, pitch:0.11, roll:-0.59 ",,
"yaw:-88.89, pitch:0.12, roll:-0.58 ",,
"yaw:-88.9, pitch:0.13, roll:-0.57 ",,
"yaw:-79.63, pitch:0.16, roll:-0.39 ",,
"yaw:-66.6, pitch:0.12, roll:-0.44 ",,
"yaw:-52.62, pitch:0.16, roll:-0.5 ",,
"yaw:-38.33, pitch:0.13, roll:-0.49 ",,
"yaw:-23.69, pitch:0.07, roll:-0.43 ",,
"yaw:-8.98, pitch:-0.05, roll:-0.31 ",,
"yaw:-1.52, pitch:-0.12, roll:-0.26 ",,
"yaw:2.4, pitch:-0.11, roll:-0.23 ",,
"yaw:2.91, pitch:-0.12, roll:-0.23 ",,
"yaw:2.92, pitch:-0.12, roll:-0.23 ",,
"yaw:2.91, pitch:-0.12, roll:-0.24 ",,
"yaw:2.92, pitch:-0.12, roll:-0.25 ",,
"yaw:2.93, pitch:-0.12, roll:-0.25 ",,
"yaw:2.93, pitch:-0.12, roll:-0.25 ",,
"yaw:2.96, pitch:-0.12, roll:-0.24 ",,
"yaw:2.96, pitch:-0.12, roll:-0.24 ",,
"yaw:2.96, pitch:-0.12, roll:-0.23 ",,
"yaw:2.96, pitch:-0.12, roll:-0.23 ",,
"yaw:2.95, pitch:-0.12, roll:-0.22 ",,
"yaw:2.95, pitch:-0.12, roll:-0.22 ",,
"yaw:2.95, pitch:-0.12, roll:-0.22 ",,
"yaw:2.95, pitch:-0.12, roll:-0.23 ",,
"yaw:2.95, pitch:-0.12, roll:-0.23 ",,
"yaw:2.95, pitch:-0.12, roll:-0.23 ",,
"yaw:2.95, pitch:-0.12, roll:-0.22 ",,
"yaw:2.95, pitch:-0.12, roll:-0.23 ",,
"yaw:2.95, pitch:-0.12, roll:-0.23 ",,
"yaw:2.95, pitch:-0.12, roll:-0.23 ",,
"yaw:2.95, pitch:-0.12, roll:-0.23 ",,
"yaw:2.95, pitch:-0.12, roll:-0.22 ",,
